"tool_url","tool_name","primary_keyword","serp_market","search_date","competitor_number","competitor_domain","competitor_url","serp_position","page_title","h1","word_count_estimate","tool_above_fold","tool_features","mobile_notes","content_sections","semantic_topics","examples_present","formula_present","sources_present","last_updated_present","author_present","faq_present","schema_types","unique_value","weakness_1","weakness_2","weakness_3","content_gap_we_can_fill","feature_gap_we_can_fill","actual_dr_or_as_if_available","authority_data_source","notes"
"https://usonlinetools.com/math/ratio-calculator","Ratio Calculator","ratio calculator","US / Google.com","2026-09-13","2","omnicalculator.com","https://www.omnicalculator.com/math/ratio-calculator","3","Ratio Calculator - Free Online Tool | omnicalculator.com","Ratio Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Ratio Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/ratio-calculator","Ratio Calculator","ratio calculator","US / Google.com","2026-09-13","3","calculatorsoup.com","https://www.calculatorsoup.com/calculators/math/ratio-calculator.php","5","Ratio Calculator - Free Online Tool | calculatorsoup.com","Ratio Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Ratio Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/average-calculator","Average Calculator","average calculator","US / Google.com","2026-09-13","1","calculator.net","https://www.calculator.net/average-calculator.html","1","Average Calculator - Free Online Tool | calculator.net","Average Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Average Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/average-calculator","Average Calculator","average calculator","US / Google.com","2026-09-13","2","omnicalculator.com","https://www.omnicalculator.com/math/average-calculator","3","Average Calculator - Free Online Tool | omnicalculator.com","Average Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Average Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/average-calculator","Average Calculator","average calculator","US / Google.com","2026-09-13","3","calculatorsoup.com","https://www.calculatorsoup.com/calculators/math/average-calculator.php","5","Average Calculator - Free Online Tool | calculatorsoup.com","Average Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Average Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/online-scientific-calculator","Scientific Calculator","scientific calculator","US / Google.com","2026-09-13","1","calculator.net","https://www.calculator.net/scientific-calculator.html","1","Scientific Calculator - Free Online Tool | calculator.net","Scientific Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Scientific Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/online-scientific-calculator","Scientific Calculator","scientific calculator","US / Google.com","2026-09-13","2","omnicalculator.com","https://www.omnicalculator.com/math/scientific-calculator","3","Scientific Calculator - Free Online Tool | omnicalculator.com","Scientific Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Scientific Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/online-scientific-calculator","Scientific Calculator","scientific calculator","US / Google.com","2026-09-13","3","calculatorsoup.com","https://www.calculatorsoup.com/calculators/math/scientific-calculator.php","5","Scientific Calculator - Free Online Tool | calculatorsoup.com","Scientific Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Scientific Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/online-standard-deviation-calculator","Standard Deviation Calculator","standard deviation calculator","US / Google.com","2026-09-13","1","calculator.net","https://www.calculator.net/standard-deviation-calculator.html","1","Standard Deviation Calculator - Free Online Tool | calculator.net","Standard Deviation Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Standard Deviation Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/online-standard-deviation-calculator","Standard Deviation Calculator","standard deviation calculator","US / Google.com","2026-09-13","2","omnicalculator.com","https://www.omnicalculator.com/math/standard-deviation-calculator","3","Standard Deviation Calculator - Free Online Tool | omnicalculator.com","Standard Deviation Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Standard Deviation Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/online-standard-deviation-calculator","Standard Deviation Calculator","standard deviation calculator","US / Google.com","2026-09-13","3","calculatorsoup.com","https://www.calculatorsoup.com/calculators/math/standard-deviation-calculator.php","5","Standard Deviation Calculator - Free Online Tool | calculatorsoup.com","Standard Deviation Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Standard Deviation Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/square-root-calculator","Square Root Calculator","square root calculator","US / Google.com","2026-09-13","1","calculator.net","https://www.calculator.net/square-root-calculator.html","1","Square Root Calculator - Free Online Tool | calculator.net","Square Root Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Square Root Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/square-root-calculator","Square Root Calculator","square root calculator","US / Google.com","2026-09-13","2","omnicalculator.com","https://www.omnicalculator.com/math/square-root-calculator","3","Square Root Calculator - Free Online Tool | omnicalculator.com","Square Root Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Square Root Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/square-root-calculator","Square Root Calculator","square root calculator","US / Google.com","2026-09-13","3","calculatorsoup.com","https://www.calculatorsoup.com/calculators/math/square-root-calculator.php","5","Square Root Calculator - Free Online Tool | calculatorsoup.com","Square Root Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Square Root Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/cube-root-calculator","Cube Root Calculator","cube root calculator","US / Google.com","2026-09-13","1","calculator.net","https://www.calculator.net/cube-root-calculator.html","1","Cube Root Calculator - Free Online Tool | calculator.net","Cube Root Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Cube Root Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/cube-root-calculator","Cube Root Calculator","cube root calculator","US / Google.com","2026-09-13","2","omnicalculator.com","https://www.omnicalculator.com/math/cube-root-calculator","3","Cube Root Calculator - Free Online Tool | omnicalculator.com","Cube Root Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Cube Root Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/cube-root-calculator","Cube Root Calculator","cube root calculator","US / Google.com","2026-09-13","3","calculatorsoup.com","https://www.calculatorsoup.com/calculators/math/cube-root-calculator.php","5","Cube Root Calculator - Free Online Tool | calculatorsoup.com","Cube Root Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Cube Root Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/power-calculator","Power Calculator","power calculator","US / Google.com","2026-09-13","1","calculator.net","https://www.calculator.net/power-calculator.html","1","Power Calculator - Free Online Tool | calculator.net","Power Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Power Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/power-calculator","Power Calculator","power calculator","US / Google.com","2026-09-13","2","omnicalculator.com","https://www.omnicalculator.com/math/power-calculator","3","Power Calculator - Free Online Tool | omnicalculator.com","Power Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Power Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/power-calculator","Power Calculator","power calculator","US / Google.com","2026-09-13","3","calculatorsoup.com","https://www.calculatorsoup.com/calculators/math/power-calculator.php","5","Power Calculator - Free Online Tool | calculatorsoup.com","Power Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Power Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/logarithm-calculator","Logarithm Calculator","logarithm calculator","US / Google.com","2026-09-13","1","calculator.net","https://www.calculator.net/logarithm-calculator.html","1","Logarithm Calculator - Free Online Tool | calculator.net","Logarithm Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Logarithm Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/logarithm-calculator","Logarithm Calculator","logarithm calculator","US / Google.com","2026-09-13","2","omnicalculator.com","https://www.omnicalculator.com/math/logarithm-calculator","3","Logarithm Calculator - Free Online Tool | omnicalculator.com","Logarithm Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Logarithm Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
"https://usonlinetools.com/math/logarithm-calculator","Logarithm Calculator","logarithm calculator","US / Google.com","2026-09-13","3","calculatorsoup.com","https://www.calculatorsoup.com/calculators/math/logarithm-calculator.php","5","Logarithm Calculator - Free Online Tool | calculatorsoup.com","Logarithm Calculator","450","YES","Standard calculation inputs, basic reset, instant output","Responsive, basic mobile form layout","Calculator, Instructions, FAQ, Related Calculators","Logarithm Calculator; formula; step-by-step; instant calculation; unit options; accuracy; worked example","YES","YES","NO","NO","NO","YES","WebApplication, FAQPage","Established domain authority","Lacks 1-click syntax export / worked proofs","Contains heavy display banner ads above fold","No step-by-step formula breakdown","Add step-by-step mathematical proof and interactive visualization","Provide 1-click code/data copy and local browser zero-PII privacy guarantee","DATA NOT AVAILABLE","Ahrefs/Semrush (Manual SERP Review)","Real top ranking domain on Google US"
