"url","tool_name","word_count","tool_functionality_score","unique_content_score","formula_or_method","worked_example","specific_use_cases","limitations","source_quality","semantic_coverage_score","template_similarity_score","thin_content_risk","action","notes"
"https://usonlinetools.com/finance/online-debt-to-income-calculator","Debt-to-Income Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-loan-to-value-calculator","Loan-to-Value Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/tip-calculator","Tip Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-salary-calculator","Salary Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-tax-calculator","Tax Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-mortgage-payment-calculator","Mortgage Payment Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-gst-calculator","GST Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-inflation-calculator","Inflation Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/commission-calculator","Commission Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-investment-growth-calculator","Investment Growth Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-budget-calculator","Budget Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/expense-calculator","Expense Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/cost-per-unit-calculator","Cost Per Unit Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/price-per-unit-calculator","Price Per Unit Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/payback-period-calculator","Payback Period Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/loan-interest-calculator","Loan Interest Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/savings-goal-calculator","Savings Goal Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/revenue-calculator","Revenue Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/cost-split-calculator","Cost Split Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/depreciation-calculator","Depreciation Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/net-worth-calculator","Net Worth Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-retirement-calculator","Retirement Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-car-loan-calculator","Car Loan Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/credit-card-payoff-calculator","Credit Card Payoff Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/down-payment-calculator","Down Payment Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-amortization-calculator","Amortization Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/stock-profit-calculator","Stock Profit Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/dividend-calculator","Dividend Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/online-currency-exchange-calculator","Currency Exchange Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/finance/hourly-to-salary-calculator","Hourly to Salary Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/online-length-converter","Length Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/online-weight-converter","Weight Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/online-temperature-converter","Temperature Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/online-area-converter","Area Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/online-volume-converter","Volume Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/online-speed-converter","Speed Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/color-converter","Color Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/online-binary-to-decimal-converter","Binary to Decimal Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/decimal-to-binary-converter","Decimal to Binary Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/hex-to-decimal-converter","Hex to Decimal Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/online-roman-numeral-converter","Roman Numeral Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/data-storage-converter","Data Storage Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/energy-converter","Energy Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/pressure-converter","Pressure Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/time-converter","Time Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/angle-converter","Angle Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/frequency-converter","Frequency Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/fuel-efficiency-converter","Fuel Efficiency Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/number-to-words-converter","Number to Words Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/words-to-number-converter","Words to Number Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/base-converter","Base Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/binary-to-hex-converter","Binary to Hex Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/hex-to-binary-converter","Hex to Binary Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/octal-converter","Octal Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/unit-price-converter","Unit Price Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/density-converter","Density Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/power-converter","Power Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/torque-converter","Torque Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/force-converter","Force Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/electric-current-converter","Electric Current Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/online-shoe-size-converter","Shoe Size Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/conversion/online-cooking-converter","Cooking Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/online-age-calculator","Age Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/date-difference-calculator","Date Difference Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/online-countdown-timer","Countdown Timer","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/time-duration-calculator","Time Duration Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/work-hours-calculator","Work Hours Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/business-days-calculator","Business Days Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/leap-year-checker","Leap Year Checker","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/online-time-zone-converter","Time Zone Converter","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/online-stopwatch","Stopwatch Tool","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/half-birthday-calculator","Half Birthday Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/week-number-calculator","Week Number Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/overtime-calculator","Overtime Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/days-between-dates-calculator","Days Between Dates Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
"https://usonlinetools.com/time-date/working-days-calculator","Working Days Calculator","520","9/10","8/10","YES","YES","YES","YES","High (RFC/NIST Standard)","8/10","Low","LOW","MAINTAIN_AND_ENRICH","Complete client-side calculator with verified prerendered HTML"
