"source_url","source_tool_name","category","target_url_1","target_url_2","target_url_3","target_url_4","anchor_text_1","anchor_text_2","anchor_text_3","anchor_text_4","hub_category_url","breadcrumb_parent","priority"
"https://usonlinetools.com/math/permutation-calculator","Permutation Calculator","math","https://usonlinetools.com/math/online-percentage-calculator","https://usonlinetools.com/math/fraction-to-decimal-calculator","https://usonlinetools.com/math/decimal-to-fraction-calculator","https://usonlinetools.com/math/ratio-calculator","Percentage Calculator","Fraction to Decimal Calculator","Decimal to Fraction Calculator","Ratio Calculator","https://usonlinetools.com/category/math","https://usonlinetools.com/category/math","P1"
"https://usonlinetools.com/math/combination-calculator","Combination Calculator","math","https://usonlinetools.com/math/online-percentage-calculator","https://usonlinetools.com/math/fraction-to-decimal-calculator","https://usonlinetools.com/math/decimal-to-fraction-calculator","https://usonlinetools.com/math/ratio-calculator","Percentage Calculator","Fraction to Decimal Calculator","Decimal to Fraction Calculator","Ratio Calculator","https://usonlinetools.com/category/math","https://usonlinetools.com/category/math","P1"
"https://usonlinetools.com/math/modulo-calculator","Modulo Calculator","math","https://usonlinetools.com/math/online-percentage-calculator","https://usonlinetools.com/math/fraction-to-decimal-calculator","https://usonlinetools.com/math/decimal-to-fraction-calculator","https://usonlinetools.com/math/ratio-calculator","Percentage Calculator","Fraction to Decimal Calculator","Decimal to Fraction Calculator","Ratio Calculator","https://usonlinetools.com/category/math","https://usonlinetools.com/category/math","P1"
"https://usonlinetools.com/math/proportion-calculator","Proportion Calculator","math","https://usonlinetools.com/math/online-percentage-calculator","https://usonlinetools.com/math/fraction-to-decimal-calculator","https://usonlinetools.com/math/decimal-to-fraction-calculator","https://usonlinetools.com/math/ratio-calculator","Percentage Calculator","Fraction to Decimal Calculator","Decimal to Fraction Calculator","Ratio Calculator","https://usonlinetools.com/category/math","https://usonlinetools.com/category/math","P1"
"https://usonlinetools.com/math/percentage-error-calculator","Percentage Error Calculator","math","https://usonlinetools.com/math/online-percentage-calculator","https://usonlinetools.com/math/fraction-to-decimal-calculator","https://usonlinetools.com/math/decimal-to-fraction-calculator","https://usonlinetools.com/math/ratio-calculator","Percentage Calculator","Fraction to Decimal Calculator","Decimal to Fraction Calculator","Ratio Calculator","https://usonlinetools.com/category/math","https://usonlinetools.com/category/math","P1"
"https://usonlinetools.com/math/fraction-calculator","Fraction Calculator","math","https://usonlinetools.com/math/online-percentage-calculator","https://usonlinetools.com/math/fraction-to-decimal-calculator","https://usonlinetools.com/math/decimal-to-fraction-calculator","https://usonlinetools.com/math/ratio-calculator","Percentage Calculator","Fraction to Decimal Calculator","Decimal to Fraction Calculator","Ratio Calculator","https://usonlinetools.com/category/math","https://usonlinetools.com/category/math","P1"
"https://usonlinetools.com/finance/online-simple-interest-calculator","Simple Interest Calculator","finance","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","https://usonlinetools.com/finance/profit-margin-calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","Profit Margin Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-compound-interest-calculator","Compound Interest Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","https://usonlinetools.com/finance/profit-margin-calculator","Simple Interest Calculator","Loan EMI Calculator","Discount Calculator","Profit Margin Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-loan-emi-calculator","Loan EMI Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/discount-calculator","https://usonlinetools.com/finance/profit-margin-calculator","Simple Interest Calculator","Compound Interest Calculator","Discount Calculator","Profit Margin Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/discount-calculator","Discount Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/profit-margin-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Profit Margin Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/profit-margin-calculator","Profit Margin Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/markup-calculator","Markup Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/break-even-calculator","Break Even Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-roi-calculator","ROI Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/savings-calculator","Savings Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-cagr-calculator","CAGR Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-debt-to-income-calculator","Debt-to-Income Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-loan-to-value-calculator","Loan-to-Value Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/tip-calculator","Tip Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-salary-calculator","Salary Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-tax-calculator","Tax Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-mortgage-payment-calculator","Mortgage Payment Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-gst-calculator","GST Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-inflation-calculator","Inflation Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/commission-calculator","Commission Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-investment-growth-calculator","Investment Growth Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-budget-calculator","Budget Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/expense-calculator","Expense Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/cost-per-unit-calculator","Cost Per Unit Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/price-per-unit-calculator","Price Per Unit Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/payback-period-calculator","Payback Period Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/loan-interest-calculator","Loan Interest Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/savings-goal-calculator","Savings Goal Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/revenue-calculator","Revenue Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/cost-split-calculator","Cost Split Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/depreciation-calculator","Depreciation Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/net-worth-calculator","Net Worth Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-retirement-calculator","Retirement Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/online-car-loan-calculator","Car Loan Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
"https://usonlinetools.com/finance/credit-card-payoff-calculator","Credit Card Payoff Calculator","finance","https://usonlinetools.com/finance/online-simple-interest-calculator","https://usonlinetools.com/finance/online-compound-interest-calculator","https://usonlinetools.com/finance/online-loan-emi-calculator","https://usonlinetools.com/finance/discount-calculator","Simple Interest Calculator","Compound Interest Calculator","Loan EMI Calculator","Discount Calculator","https://usonlinetools.com/category/finance","https://usonlinetools.com/category/finance","P1"
