"old_url","new_url","reason","status","tested"
"/finance/simple-interest-calculator","/finance/online-simple-interest-calculator","Category alias / non-canonical slug","301","YES"
"/finance/tax-calculator","/finance/online-tax-calculator","Category alias / non-canonical slug","301","YES"
"/health/bmi-calculator","/health/online-bmi-calculator","Category alias / non-canonical slug","301","YES"
"/health/bmr-calculator","/health/online-bmr-calculator","Category alias / non-canonical slug","301","YES"
"/health/body-surface-area-calculator","/health/online-body-surface-area-calculator","Category alias / non-canonical slug","301","YES"
"/health/ovulation-calculator","/calculators/ovulation-calculator/","Category alias / non-canonical slug","301","YES"
"/health/tdee-calculator","/health/online-tdee-calculator","Category alias / non-canonical slug","301","YES"
"/image/base64-to-image","/image/online-base64-to-image","Category alias / non-canonical slug","301","YES"
"/image/favicon-generator","/image/online-favicon-generator","Category alias / non-canonical slug","301","YES"
"/image/image-background-remover","/image/online-image-background-remover","Category alias / non-canonical slug","301","YES"
"/image/image-collage-maker","/image/online-image-collage-maker","Category alias / non-canonical slug","301","YES"
"/image/image-color-picker","/image/online-image-color-picker","Category alias / non-canonical slug","301","YES"
"/image/image-compressor","/image/online-image-compressor","Category alias / non-canonical slug","301","YES"
"/image/image-cropper","/image/online-image-cropper","Category alias / non-canonical slug","301","YES"
"/image/image-filter-editor","/image/online-image-filter-editor","Category alias / non-canonical slug","301","YES"
"/image/image-format-converter","/image/online-image-format-converter","Category alias / non-canonical slug","301","YES"
"/image/image-pixel-counter","/image/online-image-pixel-counter","Category alias / non-canonical slug","301","YES"
"/image/image-resizer","/image/online-image-resizer","Category alias / non-canonical slug","301","YES"
"/image/image-rotate-flip","/image/online-image-rotate-flip","Category alias / non-canonical slug","301","YES"
"/image/image-to-base64","/image/online-image-to-base64","Category alias / non-canonical slug","301","YES"
"/image/image-to-jpg","/image/online-image-to-jpg","Category alias / non-canonical slug","301","YES"
"/image/image-to-png","/image/online-image-to-png","Category alias / non-canonical slug","301","YES"
"/image/image-watermark","/image/online-image-watermark-tool","Category alias / non-canonical slug","301","YES"
"/image/meme-generator","/image/online-meme-generator","Category alias / non-canonical slug","301","YES"
"/image/png-to-webp","/image/online-png-to-webp","Category alias / non-canonical slug","301","YES"
"/image/qr-code-generator","/image/online-qr-code-generator","Category alias / non-canonical slug","301","YES"
"/image/svg-to-png","/image/online-svg-to-png","Category alias / non-canonical slug","301","YES"
"/math/gcd-calculator","/math/online-gcd-calculator","Category alias / non-canonical slug","301","YES"
"/math/lcm-calculator","/math/online-lcm-calculator","Category alias / non-canonical slug","301","YES"
"/math/matrix-calculator","/math/online-matrix-calculator","Category alias / non-canonical slug","301","YES"
"/math/online-percantage-calculator","/math/online-percentage-calculator","Category alias / non-canonical slug","301","YES"
"/math/percentage-calculator","/math/online-percentage-calculator","Category alias / non-canonical slug","301","YES"
"/math/percentage-change-calculator","/math/online-percentage-calculator","Category alias / non-canonical slug","301","YES"
"/math/percentage-decrease-calculator","/math/online-percentage-calculator","Category alias / non-canonical slug","301","YES"
"/math/percentage-difference-calculator","/math/online-percentage-calculator","Category alias / non-canonical slug","301","YES"
"/math/percentage-increase-calculator","/math/online-percentage-calculator","Category alias / non-canonical slug","301","YES"
"/math/quadratic-equation-solver","/math/online-quadratic-equation-solver","Category alias / non-canonical slug","301","YES"
"/math/scientific-calculator","/math/online-scientific-calculator","Category alias / non-canonical slug","301","YES"
"/math/standard-deviation-calculator","/math/online-standard-deviation-calculator","Category alias / non-canonical slug","301","YES"
"/pdf/image-to-pdf","/pdf/online-image-to-pdf","Category alias / non-canonical slug","301","YES"
"/pdf/jpg-to-pdf","/pdf/online-jpg-to-pdf","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-compress","/pdf/online-pdf-compress","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-header-footer","/pdf/online-pdf-header-footer","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-merge","/pdf/online-pdf-merge","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-page-number","/pdf/online-pdf-page-number","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-page-remover","/pdf/online-pdf-page-remover","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-page-reorder","/pdf/online-pdf-page-reorder","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-password-protect","/pdf/online-pdf-password-protect","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-rotate","/pdf/online-pdf-rotate","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-sign","/pdf/online-pdf-sign","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-split","/pdf/online-pdf-split","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-to-image","/pdf/online-pdf-to-image","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-to-text","/pdf/online-pdf-to-text","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-unlock","/pdf/online-pdf-unlock","Category alias / non-canonical slug","301","YES"
"/pdf/pdf-watermark","/pdf/online-pdf-watermark","Category alias / non-canonical slug","301","YES"
"/productivity/lorem-ipsum-generator","/developer/online-lorem-ipsum-generator","Category alias / non-canonical slug","301","YES"
"/productivity/markdown-previewer","/developer/online-markdown-previewer","Category alias / non-canonical slug","301","YES"
"/productivity/online-password-generator","/security/online-password-generator","Category alias / non-canonical slug","301","YES"
"/productivity/password-generator","/security/online-password-generator","Category alias / non-canonical slug","301","YES"
"/productivity/password-strength-checker","/security/password-strength-checker","Category alias / non-canonical slug","301","YES"
"/productivity/slug-generator","/developer/url-slug-generator","Category alias / non-canonical slug","301","YES"
"/productivity/url-encoder-decoder","/developer/url-encoder-decoder","Category alias / non-canonical slug","301","YES"
"/productivity/uuid-generator","/developer/online-uuid-generator","Category alias / non-canonical slug","301","YES"
"/productivity/word-counter","/productivity/online-word-counter","Category alias / non-canonical slug","301","YES"
"/security/aes-encrypt-decrypt","/security/online-aes-encrypt-decrypt","Category alias / non-canonical slug","301","YES"
"/security/bcrypt-hash-generator","/security/online-bcrypt-hash-generator","Category alias / non-canonical slug","301","YES"
"/security/morse-code-translator","/security/online-morse-code-translator","Category alias / non-canonical slug","301","YES"
"/security/password-generator","/security/online-password-generator","Category alias / non-canonical slug","301","YES"
"/seo/heading-tag-checker","/seo/online-heading-tag-checker","Category alias / non-canonical slug","301","YES"
"/seo/keyword-density-checker","/seo/online-keyword-density-checker","Category alias / non-canonical slug","301","YES"
"/seo/readability-checker","/seo/online-readability-checker","Category alias / non-canonical slug","301","YES"
"/seo/robots-txt-generator","/seo/online-robots-txt-generator","Category alias / non-canonical slug","301","YES"
"/seo/sitemap-generator","/seo/online-sitemap-generator","Category alias / non-canonical slug","301","YES"
"/social-media/bio-generator","/social-media/social-media-bio-generator","Category alias / non-canonical slug","301","YES"
"/social-media/emoji-picker","/social-media/emoji-picker-and-copier","Category alias / non-canonical slug","301","YES"
"/social-media/instagram-caption-counter","/social-media/online-instagram-caption-counter","Category alias / non-canonical slug","301","YES"
"/social-media/linkedin-post-formatter","/social-media/online-linkedin-post-formatter","Category alias / non-canonical slug","301","YES"
"/social-media/social-media-image-resizer","/social-media/online-social-media-image-resizer","Category alias / non-canonical slug","301","YES"
"/social-media/social-post-scheduler-planner","/social-media/online-social-post-scheduler-planner","Category alias / non-canonical slug","301","YES"
"/social-media/text-to-emoji","/social-media/text-to-emoji-converter","Category alias / non-canonical slug","301","YES"
"/time-date/age-calculator","/time-date/online-age-calculator","Category alias / non-canonical slug","301","YES"
"/time-date/countdown-timer","/time-date/online-countdown-timer","Category alias / non-canonical slug","301","YES"
"/time-date/military-time-converter","/time-date/online-military-time-converter","Category alias / non-canonical slug","301","YES"
"/time-date/online-unix-timestamp-converter","/developer/online-unix-timestamp-converter","Category alias / non-canonical slug","301","YES"
"/time-date/stopwatch","/time-date/online-stopwatch","Category alias / non-canonical slug","301","YES"
"/time-date/time-zone-converter","/time-date/online-time-zone-converter","Category alias / non-canonical slug","301","YES"
"/time-date/unix-timestamp-converter","/developer/online-unix-timestamp-converter","Category alias / non-canonical slug","301","YES"
"/tools/aes-encrypt-decrypt","/security/online-aes-encrypt-decrypt","Legacy /tools/ path alias","301","YES"
"/tools/age-calculator","/time-date/online-age-calculator","Legacy /tools/ path alias","301","YES"
"/tools/age-in-days-calculator","/time-date/age-in-days-calculator","Legacy /tools/ path alias","301","YES"
"/tools/alphabetical-sort","/productivity/alphabetical-sort","Legacy /tools/ path alias","301","YES"
"/tools/amortization-calculator","/finance/online-amortization-calculator","Legacy /tools/ path alias","301","YES"
"/tools/angle-converter","/conversion/angle-converter","Legacy /tools/ path alias","301","YES"
"/tools/asphalt-calculator","/construction/asphalt-calculator","Legacy /tools/ path alias","301","YES"
"/tools/assignment-grade-calculator","/education/assignment-grade-calculator","Legacy /tools/ path alias","301","YES"
"/tools/attendance-percentage-calculator","/education/attendance-percentage-calculator","Legacy /tools/ path alias","301","YES"
"/tools/average-calculator","/math/average-calculator","Legacy /tools/ path alias","301","YES"
"/tools/bac-calculator","/health/bac-calculator","Legacy /tools/ path alias","301","YES"
"/tools/base-converter","/conversion/base-converter","Legacy /tools/ path alias","301","YES"
"/tools/base64-encoder-decoder","/productivity/base64-encoder-decoder","Legacy /tools/ path alias","301","YES"
"/tools/base64-to-image","/image/online-base64-to-image","Legacy /tools/ path alias","301","YES"
"/tools/bcrypt-hash-generator","/security/online-bcrypt-hash-generator","Legacy /tools/ path alias","301","YES"
"/tools/binary-to-hex-converter","/conversion/binary-to-hex-converter","Legacy /tools/ path alias","301","YES"
"/tools/binary-to-text","/security/binary-to-text","Legacy /tools/ path alias","301","YES"
"/tools/bio-generator","/social-media/social-media-bio-generator","Legacy /tools/ path alias","301","YES"
"/tools/bitumen-calculator","/construction/bitumen-calculator","Legacy /tools/ path alias","301","YES"
"/tools/blox-fruits-calculator","/gaming/blox-fruits-calculator","Legacy /tools/ path alias","301","YES"
"/tools/blox-fruits-trade-calculator","/gaming/blox-fruits-trade-calculator","Legacy /tools/ path alias","301","YES"
"/tools/bmi-calculator","/health/online-bmi-calculator","Legacy /tools/ path alias","301","YES"
"/tools/bmr-calculator","/health/online-bmr-calculator","Legacy /tools/ path alias","301","YES"
"/tools/body-fat-calculator","/health/body-fat-calculator","Legacy /tools/ path alias","301","YES"
"/tools/body-surface-area-calculator","/health/online-body-surface-area-calculator","Legacy /tools/ path alias","301","YES"
"/tools/body-type-calculator","/health/body-type-calculator","Legacy /tools/ path alias","301","YES"
"/tools/break-even-calculator","/finance/break-even-calculator","Legacy /tools/ path alias","301","YES"
"/tools/brick-calculator","/construction/brick-calculator","Legacy /tools/ path alias","301","YES"
"/tools/business-days-calculator","/time-date/business-days-calculator","Legacy /tools/ path alias","301","YES"
"/tools/cagr-calculator","/finance/online-cagr-calculator","Legacy /tools/ path alias","301","YES"
"/tools/calorie-calculator","/health/calorie-calculator","Legacy /tools/ path alias","301","YES"
"/tools/calorie-deficit-calculator","/health/calorie-deficit-calculator","Legacy /tools/ path alias","301","YES"
"/tools/calorie-intake-calculator","/health/calorie-intake-calculator","Legacy /tools/ path alias","301","YES"
"/tools/canonical-tag-generator","/seo/canonical-tag-generator","Legacy /tools/ path alias","301","YES"
"/tools/case-converter","/productivity/case-converter","Legacy /tools/ path alias","301","YES"
"/tools/cat-age-calculator","/health/cat-age-calculator","Legacy /tools/ path alias","301","YES"
"/tools/cement-calculator","/construction/cement-calculator","Legacy /tools/ path alias","301","YES"
"/tools/cgpa-calculator","/education/cgpa-calculator","Legacy /tools/ path alias","301","YES"
"/tools/character-counter-tool","/productivity/character-counter-tool","Legacy /tools/ path alias","301","YES"
"/tools/chinese-zodiac-calculator","/time-date/chinese-zodiac-calculator","Legacy /tools/ path alias","301","YES"
"/tools/clash-of-clans-upgrade-calculator","/gaming/clash-of-clans-upgrade-calculator","Legacy /tools/ path alias","301","YES"
"/tools/class-average-calculator","/education/class-average-calculator","Legacy /tools/ path alias","301","YES"
"/tools/coin-flip","/productivity/coin-flip","Legacy /tools/ path alias","301","YES"
"/tools/college-gpa-calculator","/education/college-gpa-calculator","Legacy /tools/ path alias","301","YES"
"/tools/color-code-converter","/developer/color-code-converter","Legacy /tools/ path alias","301","YES"
"/tools/color-contrast-checker","/css-design/color-contrast-checker","Legacy /tools/ path alias","301","YES"
"/tools/color-converter","/conversion/color-converter","Legacy /tools/ path alias","301","YES"
"/tools/color-palette-generator","/css-design/color-palette-generator","Legacy /tools/ path alias","301","YES"
"/tools/color-picker","/css-design/color-picker-tool","Legacy /tools/ path alias","301","YES"
"/tools/color-picker-tool","/css-design/color-picker-tool","Legacy /tools/ path alias","301","YES"
"/tools/combination-calculator","/math/combination-calculator","Legacy /tools/ path alias","301","YES"
"/tools/commission-calculator","/finance/commission-calculator","Legacy /tools/ path alias","301","YES"
"/tools/compound-interest-calculator","/finance/online-compound-interest-calculator","Legacy /tools/ path alias","301","YES"
"/tools/concrete-block-calculator","/construction/concrete-block-calculator","Legacy /tools/ path alias","301","YES"
"/tools/concrete-calculator","/construction/concrete-calculator","Legacy /tools/ path alias","301","YES"
"/tools/cooking-converter","/conversion/online-cooking-converter","Legacy /tools/ path alias","301","YES"
"/tools/cost-per-unit-calculator","/finance/cost-per-unit-calculator","Legacy /tools/ path alias","301","YES"
"/tools/cost-split-calculator","/finance/cost-split-calculator","Legacy /tools/ path alias","301","YES"
"/tools/countdown-timer","/time-date/online-countdown-timer","Legacy /tools/ path alias","301","YES"
"/tools/credit-card-payoff-calculator","/finance/credit-card-payoff-calculator","Legacy /tools/ path alias","301","YES"
"/tools/cron-expression-generator","/developer/cron-expression-generator","Legacy /tools/ path alias","301","YES"
"/tools/cs2-sensitivity-calculator","/gaming/cs2-sensitivity-calculator","Legacy /tools/ path alias","301","YES"
"/tools/css-animation-generator","/css-design/css-animation-generator","Legacy /tools/ path alias","301","YES"
"/tools/css-border-radius-generator","/css-design/css-border-radius-generator","Legacy /tools/ path alias","301","YES"
"/tools/css-box-shadow-generator","/css-design/css-box-shadow-generator","Legacy /tools/ path alias","301","YES"
"/tools/css-clip-path-generator","/css-design/css-clip-path-generator","Legacy /tools/ path alias","301","YES"
"/tools/css-filter-generator","/css-design/css-filter-generator","Legacy /tools/ path alias","301","YES"
"/tools/css-flexbox-generator","/css-design/css-flexbox-generator","Legacy /tools/ path alias","301","YES"
"/tools/css-formatter","/developer/online-css-formatter","Legacy /tools/ path alias","301","YES"
"/tools/css-gradient-generator","/css-design/css-gradient-generator","Legacy /tools/ path alias","301","YES"
"/tools/css-grid-generator","/css-design/css-grid-generator","Legacy /tools/ path alias","301","YES"
"/tools/css-minifier","/developer/online-css-minifier","Legacy /tools/ path alias","301","YES"
"/tools/css-text-shadow-generator","/css-design/css-text-shadow-generator","Legacy /tools/ path alias","301","YES"
"/tools/css-triangle-generator","/css-design/css-triangle-generator","Legacy /tools/ path alias","301","YES"
"/tools/csv-to-json-converter","/developer/csv-to-json-converter","Legacy /tools/ path alias","301","YES"
"/tools/cube-root-calculator","/math/cube-root-calculator","Legacy /tools/ path alias","301","YES"
"/tools/currency-exchange-calculator","/finance/online-currency-exchange-calculator","Legacy /tools/ path alias","301","YES"
"/tools/cycling-calories-calculator","/health/cycling-calories-calculator","Legacy /tools/ path alias","301","YES"
"/tools/daily-calories-burn-calculator","/health/daily-calories-burn-calculator","Legacy /tools/ path alias","301","YES"
"/tools/damage-calculator","/gaming/damage-calculator","Legacy /tools/ path alias","301","YES"
"/tools/data-storage-converter","/conversion/data-storage-converter","Legacy /tools/ path alias","301","YES"
"/tools/date-difference-calculator","/time-date/date-difference-calculator","Legacy /tools/ path alias","301","YES"
"/tools/days-between-dates-calculator","/time-date/days-between-dates-calculator","Legacy /tools/ path alias","301","YES"
"/tools/deadline-calculator","/time-date/deadline-calculator","Legacy /tools/ path alias","301","YES"
"/tools/debt-to-income-calculator","/finance/online-debt-to-income-calculator","Legacy /tools/ path alias","301","YES"
"/tools/decimal-to-binary-converter","/conversion/decimal-to-binary-converter","Legacy /tools/ path alias","301","YES"
"/tools/decimal-to-fraction-calculator","/math/decimal-to-fraction-calculator","Legacy /tools/ path alias","301","YES"
"/tools/deck-area-calculator","/construction/deck-area-calculator","Legacy /tools/ path alias","301","YES"
"/tools/density-converter","/conversion/density-converter","Legacy /tools/ path alias","301","YES"
"/tools/depreciation-calculator","/finance/depreciation-calculator","Legacy /tools/ path alias","301","YES"
"/tools/dice-roller","/productivity/dice-roller","Legacy /tools/ path alias","301","YES"
"/tools/diff-checker","/developer/text-diff-checker","Legacy /tools/ path alias","301","YES"
"/tools/discount-calculator","/finance/discount-calculator","Legacy /tools/ path alias","301","YES"
"/tools/dividend-calculator","/finance/dividend-calculator","Legacy /tools/ path alias","301","YES"
"/tools/divisibility-checker","/math/divisibility-checker","Legacy /tools/ path alias","301","YES"
"/tools/dnd-dice-roller","/gaming/dnd-dice-roller","Legacy /tools/ path alias","301","YES"
"/tools/dog-age-calculator","/health/dog-age-calculator","Legacy /tools/ path alias","301","YES"
"/tools/down-payment-calculator","/finance/down-payment-calculator","Legacy /tools/ path alias","301","YES"
"/tools/drywall-calculator","/construction/drywall-calculator","Legacy /tools/ path alias","301","YES"
"/tools/duplicate-line-remover","/productivity/duplicate-line-remover","Legacy /tools/ path alias","301","YES"
"/tools/electric-current-converter","/conversion/electric-current-converter","Legacy /tools/ path alias","301","YES"
"/tools/electrical-load-calculator","/construction/electrical-load-calculator","Legacy /tools/ path alias","301","YES"
"/tools/emoji-picker","/social-media/emoji-picker-and-copier","Legacy /tools/ path alias","301","YES"
"/tools/emoji-picker-and-copier","/social-media/emoji-picker-and-copier","Legacy /tools/ path alias","301","YES"
"/tools/encryption-decoder","/security/encryption-decoder","Legacy /tools/ path alias","301","YES"
"/tools/energy-converter","/conversion/energy-converter","Legacy /tools/ path alias","301","YES"
"/tools/era-calculator","/time-date/era-calculator","Legacy /tools/ path alias","301","YES"
"/tools/esports-earnings-calculator","/gaming/esports-earnings-calculator","Legacy /tools/ path alias","301","YES"
"/tools/event-countdown-timer","/time-date/event-countdown-timer","Legacy /tools/ path alias","301","YES"
"/tools/exam-countdown-timer","/education/exam-countdown-timer","Legacy /tools/ path alias","301","YES"
"/tools/exam-score-predictor","/education/exam-score-predictor","Legacy /tools/ path alias","301","YES"
"/tools/excavation-calculator","/construction/excavation-calculator","Legacy /tools/ path alias","301","YES"
"/tools/expense-calculator","/finance/expense-calculator","Legacy /tools/ path alias","301","YES"
"/tools/exponents-calculator","/math/exponents-calculator","Legacy /tools/ path alias","301","YES"
"/tools/factorial-calculator","/math/factorial-calculator","Legacy /tools/ path alias","301","YES"
"/tools/fat-intake-calculator","/health/fat-intake-calculator","Legacy /tools/ path alias","301","YES"
"/tools/favicon-checker","/seo/favicon-checker","Legacy /tools/ path alias","301","YES"
"/tools/favicon-generator","/image/online-favicon-generator","Legacy /tools/ path alias","301","YES"
"/tools/fence-length-calculator","/construction/fence-length-calculator","Legacy /tools/ path alias","301","YES"
"/tools/final-grade-calculator","/education/final-grade-calculator","Legacy /tools/ path alias","301","YES"
"/tools/fitness-age-calculator","/health/fitness-age-calculator","Legacy /tools/ path alias","301","YES"
"/tools/flashcard-timer-tool","/education/flashcard-timer-tool","Legacy /tools/ path alias","301","YES"
"/tools/flooring-calculator","/construction/flooring-calculator","Legacy /tools/ path alias","301","YES"
"/tools/force-converter","/conversion/force-converter","Legacy /tools/ path alias","301","YES"
"/tools/fortnite-dpi-calculator","/gaming/fortnite-dpi-calculator","Legacy /tools/ path alias","301","YES"
"/tools/fraction-calculator","/math/fraction-calculator","Legacy /tools/ path alias","301","YES"
"/tools/fraction-to-decimal-calculator","/math/fraction-to-decimal-calculator","Legacy /tools/ path alias","301","YES"
"/tools/frequency-converter","/conversion/frequency-converter","Legacy /tools/ path alias","301","YES"
"/tools/fuel-efficiency-converter","/conversion/fuel-efficiency-converter","Legacy /tools/ path alias","301","YES"
"/tools/game-currency-converter","/gaming/game-currency-converter","Legacy /tools/ path alias","301","YES"
"/tools/gaming-fps-calculator","/gaming/gaming-fps-calculator","Legacy /tools/ path alias","301","YES"
"/tools/gcd-calculator","/math/online-gcd-calculator","Legacy /tools/ path alias","301","YES"
"/tools/genshin-impact-calculator","/gaming/genshin-impact-calculator","Legacy /tools/ path alias","301","YES"
"/tools/glassmorphism-generator","/css-design/glassmorphism-generator","Legacy /tools/ path alias","301","YES"
"/tools/gpa-calculator","/education/online-gpa-calculator","Legacy /tools/ path alias","301","YES"
"/tools/grade-calculator","/education/grade-calculator","Legacy /tools/ path alias","301","YES"
"/tools/grade-improvement-calculator","/education/grade-improvement-calculator","Legacy /tools/ path alias","301","YES"
"/tools/gravel-calculator","/construction/gravel-calculator","Legacy /tools/ path alias","301","YES"
"/tools/half-birthday-calculator","/time-date/half-birthday-calculator","Legacy /tools/ path alias","301","YES"
"/tools/hash-generator","/developer/online-hash-generator","Legacy /tools/ path alias","301","YES"
"/tools/hashtag-generator","/productivity/hashtag-generator","Legacy /tools/ path alias","301","YES"
"/tools/heading-tag-checker","/seo/online-heading-tag-checker","Legacy /tools/ path alias","301","YES"
"/tools/heart-rate-calculator","/health/heart-rate-calculator","Legacy /tools/ path alias","301","YES"
"/tools/hex-to-binary-converter","/conversion/hex-to-binary-converter","Legacy /tools/ path alias","301","YES"
"/tools/hex-to-decimal-converter","/conversion/hex-to-decimal-converter","Legacy /tools/ path alias","301","YES"
"/tools/hex-to-rgb-converter","/css-design/hex-to-rgb-converter","Legacy /tools/ path alias","301","YES"
"/tools/hex-to-text","/security/hex-to-text","Legacy /tools/ path alias","301","YES"
"/tools/hmac-generator","/security/hmac-generator","Legacy /tools/ path alias","301","YES"
"/tools/homework-time-calculator","/education/homework-time-calculator","Legacy /tools/ path alias","301","YES"
"/tools/hourly-time-calculator","/time-date/hourly-time-calculator","Legacy /tools/ path alias","301","YES"
"/tools/hourly-to-salary-calculator","/finance/hourly-to-salary-calculator","Legacy /tools/ path alias","301","YES"
"/tools/htaccess-redirect-generator","/seo/htaccess-redirect-generator","Legacy /tools/ path alias","301","YES"
"/tools/html-entity-encoder","/developer/html-entity-encoder","Legacy /tools/ path alias","301","YES"
"/tools/html-formatter","/developer/online-html-formatter","Legacy /tools/ path alias","301","YES"
"/tools/html-minifier","/developer/online-html-minifier","Legacy /tools/ path alias","301","YES"
"/tools/html-to-markdown","/developer/html-to-markdown","Legacy /tools/ path alias","301","YES"
"/tools/ideal-weight-calculator","/health/ideal-weight-calculator","Legacy /tools/ path alias","301","YES"
"/tools/image-background-remover","/image/online-image-background-remover","Legacy /tools/ path alias","301","YES"
"/tools/image-collage-maker","/image/online-image-collage-maker","Legacy /tools/ path alias","301","YES"
"/tools/image-color-picker","/image/online-image-color-picker","Legacy /tools/ path alias","301","YES"
"/tools/image-compressor","/image/online-image-compressor","Legacy /tools/ path alias","301","YES"
"/tools/image-cropper","/image/online-image-cropper","Legacy /tools/ path alias","301","YES"
"/tools/image-filter-editor","/image/online-image-filter-editor","Legacy /tools/ path alias","301","YES"
"/tools/image-format-converter","/image/online-image-format-converter","Legacy /tools/ path alias","301","YES"
"/tools/image-pixel-counter","/image/online-image-pixel-counter","Legacy /tools/ path alias","301","YES"
