"url","primary_intent","primary_keyword","secondary_queries","country","language","intent","priority","notes"
"/finance/online-currency-exchange-calculator","tool use","Currency Exchange Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/finance/hourly-to-salary-calculator","tool use","Hourly to Salary Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/online-length-converter","tool use","Length Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/online-weight-converter","tool use","Weight Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/online-temperature-converter","tool use","Temperature Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/online-area-converter","tool use","Area Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/online-volume-converter","tool use","Volume Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/online-speed-converter","tool use","Speed Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/color-converter","tool use","Color Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/online-binary-to-decimal-converter","tool use","Binary to Decimal Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/decimal-to-binary-converter","tool use","Decimal to Binary Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/hex-to-decimal-converter","tool use","Hex to Decimal Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/online-roman-numeral-converter","tool use","Roman Numeral Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/data-storage-converter","tool use","Data Storage Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/energy-converter","tool use","Energy Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/pressure-converter","tool use","Pressure Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/time-converter","tool use","Time Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/angle-converter","tool use","Angle Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/frequency-converter","tool use","Frequency Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/fuel-efficiency-converter","tool use","Fuel Efficiency Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/number-to-words-converter","tool use","Number to Words Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/words-to-number-converter","tool use","Words to Number Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/base-converter","tool use","Base Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/binary-to-hex-converter","tool use","Binary to Hex Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/hex-to-binary-converter","tool use","Hex to Binary Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/octal-converter","tool use","Octal Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/unit-price-converter","tool use","Unit Price Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/density-converter","tool use","Density Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/power-converter","tool use","Power Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/torque-converter","tool use","Torque Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/force-converter","tool use","Force Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/electric-current-converter","tool use","Electric Current Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/online-shoe-size-converter","tool use","Shoe Size Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/conversion/online-cooking-converter","tool use","Cooking Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/online-age-calculator","tool use","Age Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/date-difference-calculator","tool use","Date Difference Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/online-countdown-timer","tool use","Countdown Timer","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/time-duration-calculator","tool use","Time Duration Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/work-hours-calculator","tool use","Work Hours Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/business-days-calculator","tool use","Business Days Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/leap-year-checker","tool use","Leap Year Checker","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/online-time-zone-converter","tool use","Time Zone Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/online-stopwatch","tool use","Stopwatch Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/half-birthday-calculator","tool use","Half Birthday Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/week-number-calculator","tool use","Week Number Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/overtime-calculator","tool use","Overtime Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/days-between-dates-calculator","tool use","Days Between Dates Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/working-days-calculator","tool use","Working Days Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/time-addition-calculator","tool use","Time Addition Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/time-subtraction-calculator","tool use","Time Subtraction Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/meeting-time-calculator","tool use","Meeting Time Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/shift-schedule-calculator","tool use","Shift Schedule Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/deadline-calculator","tool use","Deadline Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/study-time-calculator","tool use","Study Time Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/reading-time-calculator","tool use","Reading Time Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/event-countdown-timer","tool use","Event Countdown Timer","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/hourly-time-calculator","tool use","Hourly Time Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/shift-hours-calculator","tool use","Shift Hours Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/time-tracking-calculator","tool use","Time Tracking Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/time-calculator","tool use","Time Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/online-military-time-converter","tool use","Military Time Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/era-calculator","tool use","Era Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/zodiac-sign-calculator","tool use","Zodiac Sign Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/chinese-zodiac-calculator","tool use","Chinese Zodiac Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/age-in-days-calculator","tool use","Age in Days Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/time-date/retirement-age-calculator","tool use","Retirement Age Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/online-bmi-calculator","tool use","BMI Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/online-bmr-calculator","tool use","BMR Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/online-body-surface-area-calculator","tool use","Body Surface Area Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/online-tdee-calculator","tool use","TDEE Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/calorie-intake-calculator","tool use","Calorie Intake Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/water-intake-calculator","tool use","Water Intake Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/ideal-weight-calculator","tool use","Ideal Weight Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/body-fat-calculator","tool use","Body Fat Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/protein-intake-calculator","tool use","Protein Intake Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/running-pace-calculator","tool use","Running Pace Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/heart-rate-calculator","tool use","Heart Rate Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/sleep-calculator","tool use","Sleep Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/pregnancy-due-date-calculator","tool use","Pregnancy Due Date Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/calculators/ovulation-calculator/","tool use","Ovulation Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/calorie-deficit-calculator","tool use","Calorie Deficit Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/cat-age-calculator","tool use","Cat Age Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/dog-age-calculator","tool use","Dog Age Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/lean-body-mass-calculator","tool use","Lean Body Mass Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/daily-calories-burn-calculator","tool use","Daily Calories Burn Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/one-rep-max-calculator","tool use","One Rep Max Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/body-type-calculator","tool use","Body Type Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/fitness-age-calculator","tool use","Fitness Age Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/walking-calories-calculator","tool use","Walking Calories Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/cycling-calories-calculator","tool use","Cycling Calories Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/macro-nutrient-calculator","tool use","Macro Nutrient Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/fat-intake-calculator","tool use","Fat Intake Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/workout-duration-calculator","tool use","Workout Duration Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/step-counter-estimator","tool use","Step Counter Estimator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/calorie-calculator","tool use","Calorie Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/bac-calculator","tool use","BAC Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/waist-to-hip-ratio-calculator","tool use","Waist to Hip Ratio Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/keto-calculator","tool use","Keto Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/intermittent-fasting-calculator","tool use","Intermittent Fasting Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/health/vo2-max-calculator","tool use","VO2 Max Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/concrete-calculator","tool use","Concrete Volume Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/cement-calculator","tool use","Cement Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/brick-calculator","tool use","Brick Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/steel-weight-calculator","tool use","Steel Weight Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/paint-calculator","tool use","Paint Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/tile-calculator","tool use","Tile Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/flooring-calculator","tool use","Flooring Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/room-area-calculator","tool use","Room Area Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/roof-area-calculator","tool use","Roof Area Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/water-tank-calculator","tool use","Water Tank Capacity Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/asphalt-calculator","tool use","Asphalt Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/gravel-calculator","tool use","Gravel Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/fence-length-calculator","tool use","Fence Length Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/lumber-calculator","tool use","Lumber Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/wall-area-calculator","tool use","Wall Area Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/pipe-volume-calculator","tool use","Pipe Volume Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/sand-calculator","tool use","Sand Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/excavation-calculator","tool use","Excavation Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/stair-calculator","tool use","Stair Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/material-cost-calculator","tool use","Material Cost Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/deck-area-calculator","tool use","Deck Area Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/plaster-calculator","tool use","Plaster Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/insulation-calculator","tool use","Insulation Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/concrete-block-calculator","tool use","Concrete Block Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/paver-calculator","tool use","Paver Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/bitumen-calculator","tool use","Bitumen Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/pool-salt-calculator","tool use","Pool Salt Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/rebar-calculator","tool use","Rebar Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/drywall-calculator","tool use","Drywall Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/wallpaper-calculator","tool use","Wallpaper Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/mulch-calculator","tool use","Mulch Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/soil-calculator","tool use","Soil Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/solar-panel-calculator","tool use","Solar Panel Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/construction/electrical-load-calculator","tool use","Electrical Load Calculator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/online-word-counter","tool use","Word Counter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/random-name-generator","tool use","Random Name Generator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/username-generator","tool use","Username Generator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/dice-roller","tool use","Dice Roller","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/coin-flip","tool use","Coin Flip Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/random-color-generator","tool use","Random Color Generator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/case-converter","tool use","Case Converter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/text-reverser","tool use","Text Reverser Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/duplicate-line-remover","tool use","Duplicate Line Remover","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/alphabetical-sort","tool use","Alphabetical Sort Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/palindrome-checker","tool use","Palindrome Checker","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/hashtag-generator","tool use","Hashtag Generator Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/word-frequency-counter","tool use","Word Frequency Counter","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/random-letter-generator","tool use","Random Letter Generator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/random-picker-tool","tool use","Random Picker Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/spin-wheel-generator","tool use","Spin Wheel Generator","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/character-counter-tool","tool use","Character Counter Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/line-counter-tool","tool use","Line Counter Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/remove-extra-spaces-tool","tool use","Remove Extra Spaces Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/sort-text-lines-tool","tool use","Sort Text Lines Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/list-randomizer-tool","tool use","List Randomizer Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
"/productivity/text-formatter-tool","tool use","Text Formatter Tool","","US","en","informational/tool","REVIEW","Keyword demand and competition not available in current environment"
